13.5199,0.889,0.865,0.7563,0.889,0.892,-0.9976,0.889,0.901,-0.0330,0.865,0.803,-0.0963,0.865,0.787,-3.3323,0.865,0.769,2.7205,0.865,0.772,-0.7635,0.803,0.885,-1.5805,0.885,0.922,0.8746,0.787,0.881,1.9177,0.881,0.935,-2.3118,0.769,0.838,2.9976,0.838,0.915,1.6220,0.772,0.957,-1.6291,0.957,0.901,-0.1317,0.892,0.904,0.1106,0.901,0.886,1
12.3628,0.951,0.859,0.9964,0.951,0.943,-1.1338,0.951,0.964,-0.0357,0.859,0.775,-0.0637,0.859,0.810,-3.3320,0.859,0.761,2.6753,0.859,0.761,-0.8138,0.775,0.842,-1.6926,0.842,0.931,0.8493,0.810,0.896,1.7932,0.896,0.918,-2.2495,0.761,0.847,3.0051,0.847,0.917,1.6188,0.761,0.951,-1.5683,0.951,0.912,-0.2452,0.943,0.841,0.1074,0.964,0.898,1
8.3224,0.958,0.814,0.9976,0.958,0.921,-1.1343,0.958,0.971,-0.1327,0.814,0.786,-0.0640,0.814,0.808,-3.2087,0.814,0.771,2.8552,0.814,0.757,-0.8085,0.786,0.873,-1.7970,0.873,0.889,0.8713,0.808,0.855,1.8267,0.855,0.946,-2.1269,0.771,0.847,3.0072,0.847,0.917,1.5382,0.757,0.964,-1.5648,0.964,0.926,-0.3647,0.921,0.857,0.0037,0.971,0.855,1
8.7002,0.935,0.804,0.7610,0.935,0.904,-1.0051,0.935,0.946,-0.1287,0.804,0.798,-0.0672,0.804,0.822,-3.2054,0.804,0.785,2.9053,0.804,0.745,-0.8280,0.798,0.881,-1.7504,0.881,0.894,0.9220,0.822,0.838,2.0374,0.838,0.962,-2.0725,0.785,0.851,3.0127,0.851,0.902,1.4547,0.745,0.969,-1.5640,0.969,0.909,-0.3726,0.904,0.845,0.0016,0.946,0.843,1
9.4426,0.897,0.813,0.7551,0.897,0.879,-1.0025,0.897,0.909,-0.0668,0.813,0.815,-0.1330,0.813,0.826,-3.0524,0.813,0.793,2.8061,0.813,0.752,-0.7863,0.815,0.877,-1.6815,0.877,0.897,0.9474,0.826,0.857,2.0844,0.857,0.959,-2.0705,0.793,0.838,3.0168,0.838,0.893,1.4128,0.752,0.954,-1.5661,0.954,0.908,-0.3705,0.879,0.860,-0.0005,0.909,0.836,1
13.0031,0.877,0.819,0.8541,0.877,0.873,-0.9988,0.877,0.894,-0.0689,0.819,0.807,-0.1292,0.819,0.824,-3.2144,0.819,0.808,2.7225,0.819,0.762,-0.7686,0.807,0.875,-1.6422,0.875,0.900,0.9250,0.824,0.859,1.9984,0.859,0.967,-2.1959,0.808,0.816,3.1554,0.816,0.878,1.3731,0.762,0.939,-1.6265,0.939,0.893,-0.2175,0.873,0.908,-0.0005,0.894,0.850,1
13.2986,0.880,0.837,0.8598,0.880,0.867,-0.9992,0.880,0.913,-0.0353,0.837,0.802,-0.1286,0.837,0.810,-3.0092,0.837,0.809,2.7529,0.837,0.740,-0.7860,0.802,0.880,-1.6419,0.880,0.889,0.9245,0.810,0.876,1.9968,0.876,0.925,-2.2683,0.809,0.830,3.4368,0.830,0.845,1.3598,0.740,0.926,-1.5644,0.926,0.902,-0.0052,0.867,0.885,0.0960,0.913,0.838,1
24.6984,0.875,0.823,0.8554,0.875,0.878,-1.0010,0.875,0.905,-0.0693,0.823,0.798,-0.1285,0.823,0.832,-3.3966,0.823,0.807,2.6700,0.823,0.748,-0.7687,0.798,0.883,-1.7063,0.883,0.903,0.9484,0.832,0.878,1.9970,0.878,0.939,-2.1386,0.807,0.831,3.4332,0.831,0.872,1.4171,0.748,0.913,-1.6626,0.913,0.899,-0.1130,0.878,0.893,0.0018,0.905,0.842,1
12.6884,0.881,0.820,0.7539,0.881,0.870,-0.8574,0.881,0.893,-0.0991,0.820,0.772,-0.1001,0.820,0.840,-3.1119,0.820,0.808,2.8467,0.820,0.745,-0.7519,0.772,0.903,-1.5814,0.903,0.891,0.9035,0.840,0.857,1.9562,0.857,0.929,-2.4249,0.808,0.812,3.9982,0.812,0.847,1.4153,0.745,0.914,-1.6631,0.914,0.907,-0.2426,0.870,0.896,0.1113,0.893,0.850,1
24.3025,0.911,0.825,0.8780,0.911,0.900,-0.9954,0.911,0.897,-0.1003,0.825,0.794,-0.0952,0.825,0.830,-3.3219,0.825,0.811,2.9055,0.825,0.735,-0.7864,0.794,0.879,-1.6416,0.879,0.896,0.9272,0.830,0.855,1.9587,0.855,0.940,-2.4784,0.811,0.779,3.0178,0.779,0.844,1.3449,0.735,0.939,-1.4989,0.939,0.908,-0.3705,0.900,0.867,0.3283,0.897,0.865,1
